"Nom";"intervention";"salaire_centre";"sexe";"inter_sex";"temps";"y";"Time";"Event";"id"
1;"0";13,2703035401592;"0";-1;0;37,3339769949613;10,1325818211609;1;1
1;"0";13,2703035401592;"0";-1;0,785714285714286;9,66724914178036;10,1325818211609;1;1
1;"0";13,2703035401592;"0";-1;1,57142857142857;27,263508048599;10,1325818211609;1;1
1;"0";13,2703035401592;"0";-1;2,35714285714286;34,6460430287792;10,1325818211609;1;1
1;"0";13,2703035401592;"0";-1;3,14285714285714;4,58430496363328;10,1325818211609;1;1
1;"0";13,2703035401592;"0";-1;3,92857142857143;26,7656335141202;10,1325818211609;1;1
1;"0";13,2703035401592;"0";-1;4,71428571428571;-1,11320460292809;10,1325818211609;1;1
1;"0";13,2703035401592;"0";-1;5,5;-8,14944387852461;10,1325818211609;1;1
1;"0";13,2703035401592;"0";-1;6,28571428571429;31,3978238537902;10,1325818211609;1;1
1;"0";13,2703035401592;"0";-1;7,07142857142857;10,4335713519338;10,1325818211609;1;1
1;"0";13,2703035401592;"0";-1;7,85714285714286;7,47490598212748;10,1325818211609;1;1
1;"0";13,2703035401592;"0";-1;8,64285714285714;17,0839936276971;10,1325818211609;1;1
1;"0";13,2703035401592;"0";-1;9,42857142857143;9,24194630658108;10,1325818211609;1;1
2;"1";4,38954709865285;"1";1;0;17,894392848862;11,0585215673782;0;2
2;"1";4,38954709865285;"1";1;0,785714285714286;1,44244105281793;11,0585215673782;0;2
2;"1";4,38954709865285;"1";1;1,57142857142857;1,02857826249136;11,0585215673782;0;2
2;"1";4,38954709865285;"1";1;2,35714285714286;7,96398007109238;11,0585215673782;0;2
2;"1";4,38954709865285;"1";1;3,14285714285714;41,0842196296778;11,0585215673782;0;2
2;"1";4,38954709865285;"1";1;3,92857142857143;16,6297245512721;11,0585215673782;0;2
2;"1";4,38954709865285;"1";1;4,71428571428571;-1,65056495432594;11,0585215673782;0;2
2;"1";4,38954709865285;"1";1;5,5;-13,8529805959505;11,0585215673782;0;2
2;"1";4,38954709865285;"1";1;6,28571428571429;-3,67653400802032;11,0585215673782;0;2
2;"1";4,38954709865285;"1";1;7,07142857142857;4,1889478945268;11,0585215673782;0;2
2;"1";4,38954709865285;"1";1;7,85714285714286;0,742918227782507;11,0585215673782;0;2
2;"1";4,38954709865285;"1";1;8,64285714285714;32,1030462137285;11,0585215673782;0;2
2;"1";4,38954709865285;"1";1;9,42857142857143;19,894386296763;11,0585215673782;0;2
2;"1";4,38954709865285;"1";1;10,2142857142857;13,4629772515113;11,0585215673782;0;2
2;"1";4,38954709865285;"1";1;11;-2,91335451353816;11,0585215673782;0;2
3;"1";-1,56330966313692;"0";-1;0;-7,83017251999503;0,00223469057893543;1;3
4;"1";1,97435330007949;"1";1;0;24,5997129608229;2,98771327300083;1;4
4;"1";1,97435330007949;"1";1;0,785714285714286;-2,54360724818985;2,98771327300083;1;4
4;"1";1,97435330007949;"1";1;1,57142857142857;-10,7792651284881;2,98771327300083;1;4
4;"1";1,97435330007949;"1";1;2,35714285714286;9,80108290343755;2,98771327300083;1;4
5;"1";9,16322192134039;"0";-1;0;11,2922378199235;14,3504843530964;1;5
5;"1";9,16322192134039;"0";-1;0,785714285714286;-17,1011251288511;14,3504843530964;1;5
5;"1";9,16322192134039;"0";-1;1,57142857142857;9,95904264785421;14,3504843530964;1;5
5;"1";9,16322192134039;"0";-1;2,35714285714286;37,4084854338289;14,3504843530964;1;5
5;"1";9,16322192134039;"0";-1;3,14285714285714;-19,1347500547371;14,3504843530964;1;5
5;"1";9,16322192134039;"0";-1;3,92857142857143;13,5268792897109;14,3504843530964;1;5
5;"1";9,16322192134039;"0";-1;4,71428571428571;26,9014837001227;14,3504843530964;1;5
5;"1";9,16322192134039;"0";-1;5,5;9,65927370521727;14,3504843530964;1;5
5;"1";9,16322192134039;"0";-1;6,28571428571429;26,3218110695791;14,3504843530964;1;5
5;"1";9,16322192134039;"0";-1;7,07142857142857;21,4400925272877;14,3504843530964;1;5
5;"1";9,16322192134039;"0";-1;7,85714285714286;27,0656280659344;14,3504843530964;1;5
5;"1";9,16322192134039;"0";-1;8,64285714285714;4,28695327881427;14,3504843530964;1;5
5;"1";9,16322192134039;"0";-1;9,42857142857143;43,0522054989586;14,3504843530964;1;5
5;"1";9,16322192134039;"0";-1;10,2142857142857;9,65699214055708;14,3504843530964;1;5
5;"1";9,16322192134039;"0";-1;11;11,2373218309871;14,3504843530964;1;5
6;"0";-0,127415048962891;"1";1;0;19,8723210837442;7,79320518951863;0;6
